almond_translate/311565/address/0	19 درخت پنبه در مرکز	.
almond_translate/311565/name/0	پارک هنگ کنگ	.
almond_translate/311565/location/0	منطقه مرکزی	.
almond_translate/311565/location/1	مرکزی	.
almond_translate/311565/location/2	جزیره هنگ کنگ	.
almond_translate/311565/type/0	طبیعت و پارکها	.
almond_translate/311566/address/0	خیابان ملکه مرکزی HSBC مرکزی پلازا	.
almond_translate/311566/name/0	ساختمان اصلی HSBC	.
almond_translate/311566/location/0	منطقه مرکزی	.
almond_translate/311566/location/1	مرکزی	.
almond_translate/311566/location/2	جزیره هنگ کنگ	.
almond_translate/311566/type/0	مناظر و چشم انداز	.
almond_translate/311567/address/0	۱۰ درخت پنبه در ورودی پارک ، مرکز	.
almond_translate/311567/name/0	موزه ی مخزن های چایی خانه ی فلاگ استاف	.
almond_translate/311567/location/0	منطقه مرکزی	.
almond_translate/311567/location/1	مرکزی	.
almond_translate/311567/location/2	جزیره هنگ کنگ	.
almond_translate/311567/type/0	موزه ها	.
almond_translate/311572/address/0	سرزمینهای جدید	.
almond_translate/311572/name/0	تای فو تای مانشن	.
almond_translate/311572/location/0	سرزمینهای نو	.
almond_translate/311572/location/1	یوین لانگ	.
almond_translate/311572/type/0	مناظر و چشم انداز	.
almond_translate/311573/address/0	شماره یک جاده لوگارد	.
almond_translate/311573/name/0	قله ویکتوریا (دره)	.
almond_translate/311573/location/0	قله	.
almond_translate/311573/location/1	منطقه مرکزی	.
almond_translate/311573/location/2	جزیره هنگ کنگ	.
almond_translate/311573/type/0	مناظر و چشم انداز	.
almond_translate/311603/address/0	شماره ۱۰ ، جاده ی سالیبری ، منطقه ی یا تیم مونگ ، کووان	.
almond_translate/311603/name/0	موزه هنرهای هنگ کنگ	.
almond_translate/311603/location/0	تیم شا تی	.
almond_translate/311603/location/1	کولوون	.
almond_translate/311603/location/2	منطقه ی یا سیم مونگ	.
almond_translate/311603/type/0	موزه ها	.
almond_translate/311604/address/0	100 خیابان چتهام ، تیم شا تی ای است ، کولوون	.
almond_translate/311604/name/0	موزه تاریخ شهر	.
almond_translate/311604/location/0	تیم شا تی	.
almond_translate/311604/location/1	کولوون	.
almond_translate/311604/location/2	منطقه ی یا سیم مونگ	.
almond_translate/311604/type/0	موزه ها	.
almond_translate/311605/address/0	شماره دو ، جاده موزه علوم ، چین شا تی ای ، کولوون	.
almond_translate/311605/name/0	موزه علوم هنگ کنگ	.
almond_translate/311605/location/0	تیم شا تی	.
almond_translate/311605/location/1	کولوون	.
almond_translate/311605/location/2	منطقه ی یا سیم مونگ	.
almond_translate/311605/type/0	موزه ها	.
almond_translate/311609/address/0	2 دهکده چوک یوین ، وانگ تای سین ، کووloon	.
almond_translate/311609/name/0	در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ، در واقع ،	.
almond_translate/311609/location/0	وانگ تای سین ولسوالۍ	.
almond_translate/311609/location/1	کولوون	.
almond_translate/311609/type/0	مناظر و چشم انداز	.
almond_translate/315245/address/0	خیابان کانسو و خیابان جردن ، مونگاک ، کولوون	.
almond_translate/315245/name/0	بازار شبانه خیابان معبد	.
almond_translate/315245/location/0	کولوون	.
almond_translate/315245/location/1	منطقه ی یا سیم مونگ	.
almond_translate/315245/location/2	اردن / یا ما تی	.
almond_translate/315245/type/0	خرید	.
almond_translate/315462/address/0	1 مان لام رید ، شاتین ، Terries جدید	.
almond_translate/315462/name/0	موزه میراث هند	.
almond_translate/315462/location/0	سرزمینهای نو	.
almond_translate/315462/location/1	شا تین	.
almond_translate/315462/type/0	موزه ها	.
almond_translate/315463/address/0	شماره 124-126 هالیوود رید ، مرکز	.
almond_translate/315463/name/0	منم مو	.
almond_translate/315463/location/0	سرزمینهای نو	.
almond_translate/315463/location/1	تای پو	.
almond_translate/315463/location/2	تای پو هوی	.
almond_translate/315463/type/0	مناظر و چشم انداز	.
almond_translate/315464/address/0	175 تانگ های رود ، شاو کی وان	.
almond_translate/315464/name/0	موزه حفاظت ساحلی هانگ کنگ	.
almond_translate/315464/location/0	یک کونگ ننگ	.
almond_translate/315464/location/1	منطقه شرقی	.
almond_translate/315464/location/2	جزیره هنگ کنگ	.
almond_translate/315464/type/0	موزه ها	.
almond_translate/315465/address/0	14 کوی شن ، چای وان	.
almond_translate/315465/name/0	موزه حقوق بریتانیا	.
almond_translate/315465/location/0	منطقه شرقی	.
almond_translate/315465/location/1	جزیره هنگ کنگ	.
almond_translate/315465/type/0	موزه ها	.
almond_translate/317417/address/0	شماره ۳۳ ، خیابان باغ ، مرکز	.
almond_translate/317417/name/0	ترمز قله	.
almond_translate/317417/location/0	منطقه مرکزی	.
almond_translate/317417/location/1	مرکزی	.
almond_translate/317417/location/2	جزیره هنگ کنگ	.
almond_translate/317417/type/0	حمل و نقل	.
almond_translate/317423/address/0	خیابان هونگ لوک ، کولوون خیابان من جالین جاتی آرا 5 شماره 1 کوتا باندون 40275 است	.
almond_translate/317423/name/0	خیابان پرنده	.
almond_translate/317423/location/0	منگ کوک	.
almond_translate/317423/location/1	کولوون	.
almond_translate/317423/location/2	منطقه ی یا سیم مونگ	.
almond_translate/317423/type/0	خرید	.
almond_translate/317431/address/0	شماره ۱۸۰ ، خیابان وانگ چوک هانگ ، ابردین	.
almond_translate/317431/name/0	پارک اقیانوس	.
almond_translate/317431/location/0	منطقه خلیج	.
almond_translate/317431/location/1	جزیره هنگ کنگ	.
almond_translate/317431/location/2	منطقه جنوبی	.
almond_translate/317431/type/0	باغ وحشها و حوضچه ها	.
almond_translate/317431/type/1	پارک های آبی و تفریحی	.
almond_translate/317431/type/2	طبیعت و پارکها	.
almond_translate/317451/address/0	باغ ومپوا ، هونگهوم ، کولوون	.
almond_translate/317451/name/0	ومپوا	.
almond_translate/317451/location/0	منطقه شهر کولوون	.
almond_translate/317451/location/1	کولوون	.
almond_translate/317451/location/2	ومپوا	.
almond_translate/317451/type/0	خرید	.
almond_translate/320284/address/0	مرکزی	.
almond_translate/320284/name/0	لانگ کوی فنگ	.
almond_translate/320284/location/0	منطقه مرکزی	.
almond_translate/320284/location/1	مرکزی	.
almond_translate/320284/location/2	جزیره هنگ کنگ	.
almond_translate/320284/type/0	مناظر و چشم انداز	.
almond_translate/320284/type/1	دیگر	.
almond_translate/320540/address/0	1 دایره ی اکسپو دکتر ، وَنچی	.
almond_translate/320540/name/0	مرکز نمایشگاه و کنوانسیون ها در هنگ کنگ	.
almond_translate/320540/location/0	وان چی / خلیج کاوزوی	.
almond_translate/320540/location/1	جزیره هنگ کنگ	.
almond_translate/320540/location/2	زمین بازی جنوبی	.
almond_translate/320540/type/0	مناظر و چشم انداز	.
almond_translate/320540/type/1	منابع مسافر	.
almond_translate/320715/address/0	استنلی ساحل	.
almond_translate/320715/name/0	بازار استنلی	.
almond_translate/320715/location/0	استنلی	.
almond_translate/320715/location/1	جزیره هنگ کنگ	.
almond_translate/320715/location/2	منطقه جنوبی	.
almond_translate/320715/type/0	خرید	.
almond_translate/320717/address/0	میدان دونده های هیپی ولی ، هیپی ولی ، جزیره هنگ کنگ	.
almond_translate/320717/name/0	میدان دونده های شاد دره	.
almond_translate/320717/location/0	وان چی / خلیج کاوزوی	.
almond_translate/320717/location/1	ویلی شاد	.
almond_translate/320717/location/2	جزیره هنگ کنگ	.
almond_translate/320717/type/0	کاسین ها و قمار	.
almond_translate/320717/type/1	بازی های سرگرم کننده	.
almond_translate/434257/address/0	دو تا طبقه ی متوسطِ مسیرِ کین ، شینگ وان	.
almond_translate/434257/name/0	موزه علوم پزشکی هانگ کنگ	.
almond_translate/434257/location/0	شونگ وان	.
almond_translate/434257/location/1	منطقه مرکزی	.
almond_translate/434257/location/2	جزیره هنگ کنگ	.
almond_translate/434257/type/0	موزه ها	.
almond_translate/437839/address/0	خیابان چایلین ، هیل الماس	.
almond_translate/437839/name/0	صومعه چیلین	.
almond_translate/437839/location/0	وانگ تای سین ولسوالۍ	.
almond_translate/437839/location/1	کولوون	.
almond_translate/437839/type/0	مناظر و چشم انداز	.
almond_translate/437839/type/1	طبیعت و پارکها	.
almond_translate/441412/address/0	27 جاده ی کوهستان	.
almond_translate/441412/name/0	موزه پلیس	.
almond_translate/441412/location/0	جزیره هنگ کنگ	.
almond_translate/441412/location/1	زمین بازی جنوبی	.
almond_translate/441412/type/0	موزه ها	.
almond_translate/442858/address/0	94 خیابان بَنَم ، پوکولام ، سای ینگ پَن ، دانشگاه هنگ کنگ	.
almond_translate/442858/name/0	موزه و گالری هنر دانشگاه	.
almond_translate/442858/location/0	دانشگاه	.
almond_translate/442858/location/1	جزیره هنگ کنگ	.
almond_translate/442858/location/2	منطقه غربی	.
almond_translate/442858/type/0	موزه ها	.
almond_translate/447111/address/0	لندтау	.
almond_translate/447111/name/0	مُناستوری "" پولین "" (سُنت لوتوس)	.
almond_translate/447111/location/0	سرزمینهای نو	.
almond_translate/447111/location/1	منطقه جزایر	.
almond_translate/447111/location/2	لندтау	.
almond_translate/447111/type/0	مناظر و چشم انداز	.
almond_translate/447111/type/1	طبیعت و پارکها	.
almond_translate/450875/address/0	طرف جنوبی جزیره هنگ کنگ	.
almond_translate/450875/name/0	بندر چین	.
almond_translate/450875/location/0	منطقه مرکزی	.
almond_translate/450875/location/1	مرکزی	.
almond_translate/450875/location/2	جزیره هنگ کنگ	.
almond_translate/450875/type/0	مناظر و چشم انداز	.
almond_translate/450875/type/1	دیگر	.
almond_translate/456275/address/0	10 ، خیابان سالیبری ، مجتمع مرکز فرهنگی ، تیم شا تی ، کولوون	.
almond_translate/456275/name/0	موزه فضاهای هنگ کنگ	.
almond_translate/456275/location/0	تیم شا تی	.
almond_translate/456275/location/1	کولوون	.
almond_translate/456275/location/2	منطقه ی یا سیم مونگ	.
almond_translate/456275/type/0	موزه ها	.
almond_translate/487176/address/0	جزیره سینگ یو	.
almond_translate/487176/name/0	پل سان ما	.
almond_translate/487176/location/0	سرزمینهای نو	.
almond_translate/487176/location/1	سینگ یو	.
almond_translate/487176/location/2	کوای سینگ	.
almond_translate/487176/type/0	مناظر و چشم انداز	.
almond_translate/487231/address/0	خیابان چ کونگ میو	.
almond_translate/487231/name/0	معبد چ کونگ	.
almond_translate/487231/location/0	سرزمینهای نو	.
almond_translate/487231/location/1	شا تین	.
almond_translate/487231/type/0	مناظر و چشم انداز	.
almond_translate/487237/address/0	تای پو	.
almond_translate/487237/name/0	لام تیوان آرزوی درخت	.
almond_translate/487237/location/0	سرزمینهای نو	.
almond_translate/487237/location/1	تای پو	.
almond_translate/487237/type/0	مناظر و چشم انداز	.
almond_translate/487254/address/0	کام تین	.
almond_translate/487254/name/0	پارک معبد باستانی بات هونگ	.
almond_translate/487254/location/0	سرزمینهای نو	.
almond_translate/487254/location/1	یوین لانگ	.
almond_translate/487254/type/0	مناظر و چشم انداز	.
almond_translate/487254/type/1	طبیعت و پارکها	.
almond_translate/487256/address/0	محمۀ طبیعت مای پو ، یوین لانگ ، Terries نو	.
almond_translate/487256/name/0	محموله طبیعت می پو	.
almond_translate/487256/location/0	سرزمینهای نو	.
almond_translate/487256/location/1	یوین لانگ	.
almond_translate/487256/type/0	طبیعت و پارکها	.
almond_translate/506206/address/0	کولوون	.
almond_translate/506206/name/0	تیم شا تی	.
almond_translate/506206/location/0	تیم شا تی	.
almond_translate/506206/location/1	کولوون	.
almond_translate/506206/location/2	منطقه ی یا سیم مونگ	.
almond_translate/506206/type/0	مناظر و چشم انداز	.
almond_translate/506206/type/1	دیگر	.
almond_translate/537975/address/0	لندтау	.
almond_translate/537975/name/0	بودا تیان تان (بوه بزرگ)	.
almond_translate/537975/location/0	سرزمینهای نو	.
almond_translate/537975/location/1	منطقه جزایر	.
almond_translate/537975/location/2	لندтау	.
almond_translate/537975/type/0	مناظر و چشم انداز	.
almond_translate/537986/address/0	کولوون	.
almond_translate/537986/name/0	جاده ناتان	.
almond_translate/537986/location/0	سرزمینهای نو	.
almond_translate/537986/location/1	تسو آن وان	.
almond_translate/537986/type/0	مناظر و چشم انداز	.
almond_translate/537986/type/1	دیگر	.
almond_translate/537989/address/0	جزیره لامما ، جزیره دیستیک	.
almond_translate/537989/name/0	جزیره لامپا	.
almond_translate/537989/location/0	سرزمینهای نو	.
almond_translate/537989/location/1	منطقه جزایر	.
almond_translate/537989/location/2	جزیره لامپا	.
almond_translate/537989/type/0	طبیعت و پارکها	.
almond_translate/537989/type/1	فعالیت های بیرونی	.
almond_translate/537991/address/0	خیابان کانسو	.
almond_translate/537991/name/0	بازار جید	.
almond_translate/537991/location/0	کولوون	.
almond_translate/537991/location/1	منطقه ی یا سیم مونگ	.
almond_translate/537991/location/2	اردن / یا ما تی	.
almond_translate/537991/type/0	خرید	.
almond_translate/537992/address/0	پارک ویکتوریا ، کوز وائی	.
almond_translate/537992/name/0	نمایشگاه گلهای هنگ کنگ	.
almond_translate/537992/location/0	وان چی / خلیج کاوزوی	.
almond_translate/537992/location/1	پارک ویکتوریا	.
almond_translate/537992/location/2	جزیره هنگ کنگ	.
almond_translate/537992/type/0	دیگر	.
almond_translate/543472/address/0	شماره ۴-۸ خیابان باغ ، منطقه مرکزی	.
almond_translate/543472/name/0	کلیسای سنت جان	.
almond_translate/543472/location/0	منطقه مرکزی	.
almond_translate/543472/location/1	مرکزی	.
almond_translate/543472/location/2	جزیره هنگ کنگ	.
almond_translate/543472/type/0	مناظر و چشم انداز	.
almond_translate/543602/address/0	لندтау	.
almond_translate/543602/name/0	پارک دیزنی هانگ کنگ	.
almond_translate/543602/location/0	سرزمینهای نو	.
almond_translate/543602/location/1	منطقه جزایر	.
almond_translate/543602/location/2	خلیج دیسکاوری	.
almond_translate/543602/type/0	پارک های آبی و تفریحی	.
almond_translate/548050/address/0	شماره یک جاده لوگارد ، کوه ویکتوریا	.
almond_translate/548050/name/0	برج قله	.
almond_translate/548050/location/0	قله	.
almond_translate/548050/location/1	منطقه مرکزی	.
almond_translate/548050/location/2	جزیره هنگ کنگ	.
almond_translate/548050/type/0	مناظر و چشم انداز	.
almond_translate/548055/address/0	جاده پارک استوایی ، تین شوی وای	.
almond_translate/548055/name/0	پارک مناطق استوایی هنگ کنگ	.
almond_translate/548055/location/0	سرزمینهای نو	.
almond_translate/548055/location/1	منطقه جزایر	.
almond_translate/548055/location/2	تونگ چینگ	.
almond_translate/548055/type/0	طبیعت و پارکها	.
almond_translate/590751/address/0	خیابان بندر ، منطقه وان چی ، جزیره هنگ کنگ	.
almond_translate/590751/name/0	پلازای مرکزی	.
almond_translate/590751/location/0	وان چی / خلیج کاوزوی	.
almond_translate/590751/location/1	جزیره هنگ کنگ	.
almond_translate/590751/location/2	زمین بازی جنوبی	.
almond_translate/590751/type/0	مناظر و چشم انداز	.
almond_translate/590751/type/1	دیگر	.
almond_translate/590792/address/0	جاده ی مخزن آبهای ابردین	.
almond_translate/590792/name/0	پارک روستایی ابردین	.
almond_translate/590792/location/0	جزیره هنگ کنگ	.
almond_translate/590792/location/1	منطقه جنوبی	.
almond_translate/590792/type/0	طبیعت و پارکها	.
almond_translate/590792/type/1	فعالیت های بیرونی	.
almond_translate/590811/address/0	خیابان آلبانی	.
almond_translate/590811/name/0	باغ های وحش و گیاه شناسی هنگ کنگ	.
almond_translate/590811/location/0	سطوح میانی	.
almond_translate/590811/location/1	مرکزی	.
almond_translate/590811/location/2	جزیره هنگ کنگ	.
almond_translate/590811/location/3	منطقه مرکزی	.
almond_translate/590811/type/0	باغ وحشها و حوضچه ها	.
almond_translate/590811/type/1	طبیعت و پارکها	.
almond_translate/590811/type/2	فعالیت های بیرونی	.
almond_translate/590918/address/0	کولوون	.
almond_translate/590918/name/0	یاماتی	.
almond_translate/590918/location/0	سرزمینهای نو	.
almond_translate/590918/location/1	تسو آن وان	.
almond_translate/590918/type/0	مناظر و چشم انداز	.
almond_translate/590918/type/1	دیگر	.
almond_translate/590959/address/0	فو یونگ شان سان	.
almond_translate/590959/name/0	چاک لام سیم یوین	.
almond_translate/590959/location/0	سرزمینهای نو	.
almond_translate/590959/location/1	تسو آن وان	.
almond_translate/590959/type/0	مناظر و چشم انداز	.
almond_translate/592379/address/0	10 سالی برری ، تیم شا تی ، کولوون	.
almond_translate/592379/name/0	مرکز فرهنگی هنگ کنگ	.
almond_translate/592379/location/0	تیم شا تی	.
almond_translate/592379/location/1	کولوون	.
almond_translate/592379/location/2	منطقه ی یا سیم مونگ	.
almond_translate/592379/type/0	موزه ها	.
almond_translate/592379/type/1	کنسرت و نمایش	.
almond_translate/593022/address/0	تسو آن وان	.
almond_translate/593022/name/0	تای مو شان	.
almond_translate/593022/location/0	سرزمینهای نو	.
almond_translate/593022/location/1	تسو آن وان	.
almond_translate/593022/type/0	طبیعت و پارکها	.
almond_translate/593022/type/1	فعالیت های بیرونی	.
almond_translate/593026/address/0	سنادیتان ، ناحیه سون وان ، غرب Territorys New Territories	.
almond_translate/593026/name/0	موسسه ی یوین یوین	.
almond_translate/593026/location/0	سرزمینهای نو	.
almond_translate/593026/location/1	تسو آن وان	.
almond_translate/593026/type/0	مناظر و چشم انداز	.
almond_translate/593041/address/0	خیابان دِس فو ، جزیره مرکزی هنگ کنگ	.
almond_translate/593041/name/0	بازار غربی	.
almond_translate/593041/location/0	شونگ وان	.
almond_translate/593041/location/1	منطقه مرکزی	.
almond_translate/593041/location/2	جزیره هنگ کنگ	.
almond_translate/593041/type/0	خرید	.
almond_translate/593046/address/0	خیابان هالیوودی	.
almond_translate/593046/name/0	منطقه غربی	.
almond_translate/593046/location/0	شونگ وان	.
almond_translate/593046/location/1	منطقه مرکزی	.
almond_translate/593046/location/2	جزیره هنگ کنگ	.
almond_translate/593046/type/0	مناظر و چشم انداز	.
almond_translate/593046/type/1	دیگر	.
almond_translate/593051/address/0	شماره ۲۲۱ خیابان ملکه ، منطقه وان چی	.
almond_translate/593051/name/0	وَن چیی پستی	.
almond_translate/593051/location/0	غرب (سه وان)	.
almond_translate/593051/location/1	جزیره هنگ کنگ	.
almond_translate/593051/location/2	سای ینگ پون	.
almond_translate/593051/location/3	منطقه غربی	.
almond_translate/593051/type/0	مناظر و چشم انداز	.
almond_translate/593052/address/0	شماره یک خیابان هینگ فات ، خلیج کاوز وای	.
almond_translate/593052/name/0	پارک ویکتوریا	.
almond_translate/593052/location/0	وان چی / خلیج کاوزوی	.
almond_translate/593052/location/1	پارک ویکتوریا	.
almond_translate/593052/location/2	جزیره هنگ کنگ	.
almond_translate/593052/type/0	طبیعت و پارکها	.
almond_translate/593057/address/0	تیم شا تی	.
almond_translate/593057/name/0	خیابان سیم شا تی	.
almond_translate/593057/location/0	تیم شا تی	.
almond_translate/593057/location/1	کولوون	.
almond_translate/593057/location/2	منطقه ی یا سیم مونگ	.
almond_translate/593057/type/0	مناظر و چشم انداز	.
almond_translate/593073/address/0	G/F ، 24 ، خیابان ایستگاه بالا ، شینگ وان	.
almond_translate/593073/name/0	گالری کارگاه سفالگری هنگ کنگ	.
almond_translate/593073/location/0	سطوح میانی	.
almond_translate/593073/location/1	مرکزی	.
almond_translate/593073/location/2	جزیره هنگ کنگ	.
almond_translate/593073/location/3	منطقه مرکزی	.
almond_translate/593073/type/0	خرید	.
almond_translate/593073/type/1	مناظر و چشم انداز	.
almond_translate/593073/type/2	موزه ها	.
almond_translate/593120/address/0	232 هولیوود	.
almond_translate/593120/name/0	کلیسای سنت متی	.
almond_translate/593120/location/0	شونگ وان	.
almond_translate/593120/location/1	منطقه مرکزی	.
almond_translate/593120/location/2	جزیره هنگ کنگ	.
almond_translate/593120/type/0	مناظر و چشم انداز	.
almond_translate/593121/address/0	2A ، جاده براودود ، دره ی خوشحال	.
almond_translate/593121/name/0	کلیسای سنت مارگارت	.
almond_translate/593121/location/0	جزیره هنگ کنگ	.
almond_translate/593121/type/0	مناظر و چشم انداز	.
almond_translate/593123/address/0	۳۷ خیابان باغ	.
almond_translate/593123/name/0	کلیسای سنت جوزف	.
almond_translate/593123/location/0	سطوح میانی	.
almond_translate/593123/location/1	مرکزی	.
almond_translate/593123/location/2	جزیره هنگ کنگ	.
almond_translate/593123/location/3	منطقه مرکزی	.
almond_translate/593123/type/0	مناظر و چشم انداز	.
almond_translate/593126/address/0	در جنوب خیابان هالیوود	.
almond_translate/593126/name/0	سوهو	.
almond_translate/593126/location/0	شونگ وان	.
almond_translate/593126/location/1	منطقه مرکزی	.
almond_translate/593126/location/2	جزیره هنگ کنگ	.
almond_translate/593126/type/0	مناظر و چشم انداز	.
almond_translate/593126/type/1	دیگر	.
almond_translate/593131/address/0	پک تام چونگ	.
almond_translate/593131/name/0	موزه ی مردم چین یو	.
almond_translate/593131/location/0	سرزمینهای نو	.
almond_translate/593131/location/1	سای کونگ	.
almond_translate/593131/type/0	موزه ها	.
almond_translate/593138/address/0	2 کویوک لاین ، سون وان	.
almond_translate/593138/name/0	موزه سام تونگ یوک	.
almond_translate/593138/location/0	سرزمینهای نو	.
almond_translate/593138/location/1	تسو آن وان	.
almond_translate/593138/type/0	موزه ها	.
almond_translate/593139/address/0	سام شوی پو	.
almond_translate/593139/name/0	سام شوی پو	.
almond_translate/593139/location/0	منطقه شان شوی پو	.
almond_translate/593139/location/1	نام چنگ	.
almond_translate/593139/location/2	کولوون	.
almond_translate/593139/type/0	مناظر و چشم انداز	.
almond_translate/593139/type/1	دیگر	.
almond_translate/593142/address/0	در جنوب کوه تایپینگ ، منطقه جنوبی	.
almond_translate/593142/name/0	ساحل ریپلس بی	.
almond_translate/593142/location/0	منطقه خلیج	.
almond_translate/593142/location/1	جزیره هنگ کنگ	.
almond_translate/593142/location/2	منطقه جنوبی	.
almond_translate/593142/type/0	طبیعت و پارکها	.
almond_translate/593142/type/1	فعالیت های بیرونی	.
almond_translate/593145/address/0	18 ، خیابان اوی کوان ، وَنچی	.
almond_translate/593145/name/0	استادیوم ملکه الیزابت	.
almond_translate/593145/location/0	وان چی / خلیج کاوزوی	.
almond_translate/593145/location/1	جزیره هنگ کنگ	.
almond_translate/593145/type/0	بازی های سرگرم کننده	.
almond_translate/593153/address/0	شاتین ، دانشگاه چین	.
almond_translate/593153/name/0	موزه هنر دانشگاه چینی هانگ کنگ	.
almond_translate/593153/location/0	سرزمینهای نو	.
almond_translate/593153/location/1	شا تین	.
almond_translate/593153/type/0	موزه ها	.
almond_translate/593158/address/0	کولوون	.
almond_translate/593158/name/0	مونگکو	.
almond_translate/593158/location/0	سرزمینهای نو	.
almond_translate/593158/location/1	تسو آن وان	.
almond_translate/593158/type/0	مناظر و چشم انداز	.
almond_translate/593158/type/1	دیگر	.
almond_translate/593160/address/0	قطعه 358-359 ، در D D 185 ، شاتین	.
almond_translate/593160/name/0	ده هزار بودای vienuه (مرد چاق)	.
almond_translate/593160/location/0	سرزمینهای نو	.
almond_translate/593160/location/1	شا تین	.
almond_translate/593160/type/0	مناظر و چشم انداز	.
almond_translate/593164/address/0	۷۵ خیابان چای وان	.
almond_translate/593164/name/0	پارک و روستای تعطیلات لی یومون	.
almond_translate/593164/location/0	یک کونگ ننگ	.
almond_translate/593164/location/1	منطقه شرقی	.
almond_translate/593164/location/2	جزیره هنگ کنگ	.
almond_translate/593164/type/0	طبیعت و پارکها	.
almond_translate/593168/address/0	سنت تونکین	.
almond_translate/593168/name/0	موزه گور لی چنگ یوک هان	.
almond_translate/593168/location/0	منطقه شان شوی پو	.
almond_translate/593168/location/1	لی چنگ یوک	.
almond_translate/593168/location/2	کولوون	.
almond_translate/593168/type/0	موزه ها	.
almond_translate/593170/address/0	8 جیکسون Road	.
almond_translate/593170/name/0	ساختمان قدیمی دادگاه عالی	.
almond_translate/593170/location/0	منطقه مرکزی	.
almond_translate/593170/location/1	مرکزی	.
almond_translate/593170/location/2	جزیره هنگ کنگ	.
almond_translate/593170/type/0	مناظر و چشم انداز	.
almond_translate/593171/address/0	جزیره سینگ یو ، کورن شمال غربی	.
almond_translate/593171/name/0	مرکز بازدید کننده و پلتفرم دید لاتنтау لینک	.
almond_translate/593171/location/0	سرزمینهای نو	.
almond_translate/593171/location/1	سینگ یو	.
almond_translate/593171/location/2	کوای سینگ	.
almond_translate/593171/type/0	مناظر و چشم انداز	.
almond_translate/593171/type/1	منابع مسافر	.
almond_translate/593175/address/0	تونگ تاو تیون	.
almond_translate/593175/name/0	پارک شهری دیواری کولوون	.
almond_translate/593175/location/0	منطقه شهر کولوون	.
almond_translate/593175/location/1	خلیج هونگ هوم	.
almond_translate/593175/location/2	کولوون	.
