almond_translate/311565/address/0	19 درخت پنبه در مرکز	.
almond_translate/593175/type/0	طبیعت و پارکها	.
almond_translate/593179/address/0	لام کام	.
almond_translate/593179/name/0	مزارع کادوری و باغ های گیاه شناسی	.
almond_translate/593179/location/0	سرزمینهای نو	.
almond_translate/593179/location/1	تای پو	.
almond_translate/593179/type/0	مناظر و چشم انداز	.
almond_translate/593179/type/1	طبیعت و پارکها	.
almond_translate/593182/address/0	105 ناتان سړک ، کولوون	.
almond_translate/593182/name/0	مسجد و مرکز اسلامی کولوون	.
almond_translate/593182/location/0	تیم شا تی	.
almond_translate/593182/location/1	کولوون	.
almond_translate/593182/location/2	منطقه ی یا سیم مونگ	.
almond_translate/593182/type/0	مناظر و چشم انداز	.
almond_translate/593185/address/0	15-18 خیابان کاناچ ، طبقه 3 ، ساختمان بزرگ	.
almond_translate/593185/name/0	کلیسای « قلبِ پاکِ مریم »	.
almond_translate/593185/location/0	سرزمینهای نو	.
almond_translate/593185/location/1	تای پو	.
almond_translate/593185/location/2	تای پو هوی	.
almond_translate/593185/type/0	مناظر و چشم انداز	.
almond_translate/593187/address/0	مرکز هوپवेल ، 183 خیابان ملکه شرق ، وَنچی	.
almond_translate/593187/name/0	مرکز هوپवेल	.
almond_translate/593187/location/0	شونگ وان	.
almond_translate/593187/location/1	غرب (سه وان)	.
almond_translate/593187/location/2	جزیره هنگ کنگ	.
almond_translate/593187/location/3	منطقه مرکزی	.
almond_translate/593187/type/0	مناظر و چشم انداز	.
almond_translate/593191/address/0	7A Kennedy Road ، Central	.
almond_translate/593191/name/0	مرکز هنرهای بصری هنگ کنگ	.
almond_translate/593191/location/0	منطقه مرکزی	.
almond_translate/593191/location/1	مرکزی	.
almond_translate/593191/location/2	جزیره هنگ کنگ	.
almond_translate/593191/type/0	موزه ها	.
almond_translate/593195/address/0	جاده پوکو فو لام	.
almond_translate/593195/name/0	دانشگاه هنگ کنگ	.
almond_translate/593195/location/0	غرب (سه وان)	.
almond_translate/593195/location/1	جزیره هنگ کنگ	.
almond_translate/593195/location/2	منطقه غربی	.
almond_translate/593195/type/0	مناظر و چشم انداز	.
almond_translate/593196/address/0	هنگ کنگ چین	.
almond_translate/593196/name/0	استادیوم هنگ کنگ	.
almond_translate/593196/location/0	جزیره هنگ کنگ	.
almond_translate/593196/type/0	بازی های سرگرم کننده	.
almond_translate/593197/address/0	۱۳ خیابان شان تاک ، بازار تای پو ، تای پو	.
almond_translate/593197/name/0	موزه ی راه آهن هنگ کنگ	.
almond_translate/593197/location/0	سرزمینهای نو	.
almond_translate/593197/location/1	تای پو	.
almond_translate/593197/location/2	تای پو هوی	.
almond_translate/593197/type/0	موزه ها	.
almond_translate/593202/address/0	طبقه دوم دستان سالی شاد ، میدان دونده های سالی	.
almond_translate/593202/name/0	موزه ی مسابقات هندی	.
almond_translate/593202/location/0	وان چی / خلیج کاوزوی	.
almond_translate/593202/location/1	ویلی شاد	.
almond_translate/593202/location/2	جزیره هنگ کنگ	.
almond_translate/593202/type/0	موزه ها	.
almond_translate/604894/address/0	8 خیابان مان کونگ دره مرکزی شماره 8	.
almond_translate/604894/name/0	موزه دریایی هنگ کنگ	.
almond_translate/604894/location/0	منطقه مرکزی	.
almond_translate/604894/location/1	مرکزی	.
almond_translate/604894/location/2	جزیره هنگ کنگ	.
almond_translate/604894/type/0	موزه ها	.
almond_translate/624841/address/0	۱۱ جاده ی تَتَنگ ، تونگ چینگ ، جزیره ی لاَنتا	.
almond_translate/624841/name/0	ننگ پینگ ۳۶۰	.
almond_translate/624841/location/0	سرزمینهای نو	.
almond_translate/624841/location/1	منطقه جزایر	.
almond_translate/624841/location/2	تونگ چینگ	.
almond_translate/624841/type/0	مناظر و چشم انداز	.
almond_translate/624841/type/1	حمل و نقل	.
almond_translate/635372/address/0	خیابان تونگ چی	.
almond_translate/635372/name/0	بازار زنان	.
almond_translate/635372/location/0	منگ کوک	.
almond_translate/635372/location/1	کولوون	.
almond_translate/635372/location/2	منطقه ی یا سیم مونگ	.
almond_translate/635372/type/0	خرید	.
almond_translate/945715/address/0	تای پو	.
almond_translate/945715/name/0	معبد چنگ ها چینگ سی	.
almond_translate/945715/location/0	سرزمینهای نو	.
almond_translate/945715/location/1	تای پو	.
almond_translate/945715/type/0	مناظر و چشم انداز	.
almond_translate/1036338/address/0	جنوب شرقی یوتان ، منطقه کوون تونگ	.
almond_translate/1036338/name/0	بازار ماهی لی یو مان	.
almond_translate/1036338/location/0	کولوون	.
almond_translate/1036338/location/1	منطقه کوون تونگ	.
almond_translate/1036338/type/0	خرید	.
almond_translate/1367748/address/0	جنوب غربی جزیره هنگ کنگ	.
almond_translate/1367748/name/0	جزیره چانگ شو	.
almond_translate/1367748/location/0	منطقه مرکزی	.
almond_translate/1367748/location/1	مرکزی	.
almond_translate/1367748/location/2	جزیره هنگ کنگ	.
almond_translate/1367748/type/0	طبیعت و پارکها	.
almond_translate/1458525/address/0	جاده تاو فنگ شان ۳۳	.
almond_translate/1458525/name/0	مرکز مسیحی تاو فانگ شان	.
almond_translate/1458525/location/0	سرزمینهای نو	.
almond_translate/1458525/location/1	شا تین	.
almond_translate/1458525/type/0	مناظر و چشم انداز	.
almond_translate/1575066/address/0	۳۳ جاده پک یان ، ما وان ، Territoryes New Territories	.
almond_translate/1575066/name/0	کشتی نوح در هنگ کنگ	.
almond_translate/1575066/location/0	سرزمینهای نو	.
almond_translate/1575066/location/1	تسو آن وان	.
almond_translate/1575066/location/2	تیون وان غربی	.
almond_translate/1575066/type/0	مناظر و چشم انداز	.
almond_translate/1575066/type/1	پارک های آبی و تفریحی	.
almond_translate/1575066/type/2	طبیعت و پارکها	.
almond_translate/1575066/type/3	فعالیت های بیرونی	.
almond_translate/1642695/address/0	شماره ۲۰ خیابان سالیسبری ، تیم شاتی ، کولوون	.
almond_translate/1642695/name/0	خیابان ستاره ها	.
almond_translate/1642695/location/0	تیم شا تی	.
almond_translate/1642695/location/1	کولوون	.
almond_translate/1642695/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1642695/type/0	مناظر و چشم انداز	.
almond_translate/1645928/address/0	شماره ۶۰ جاده فنگ تاک ، هیل الماس	.
almond_translate/1645928/name/0	باغ نان لیان	.
almond_translate/1645928/location/0	وانگ تای سین ولسوالۍ	.
almond_translate/1645928/location/1	کولوون	.
almond_translate/1645928/type/0	طبیعت و پارکها	.
almond_translate/1645935/address/0	فروشگاه P101 ، برج قله ، 128 جاده قله ، قله	.
almond_translate/1645935/name/0	مادام توساود هانگ کنگ	.
almond_translate/1645935/location/0	قله	.
almond_translate/1645935/location/1	منطقه مرکزی	.
almond_translate/1645935/location/2	جزیره هنگ کنگ	.
almond_translate/1645935/type/0	موزه ها	.
almond_translate/1675239/address/0	طبقه ۶ ، ترمیال دوم ، فرودگاه بین المللی هنگ کنگ	.
almond_translate/1675239/name/0	ADC و 4D نمایشگر نمایشگر افراطی	.
almond_translate/1675239/location/0	سرزمینهای نو	.
almond_translate/1675239/location/1	منطقه جزایر	.
almond_translate/1675239/location/2	تونگ چینگ	.
almond_translate/1675239/type/0	کنسرت و نمایش	.
almond_translate/1675241/address/0	فروشگاه 061 ، طبقه 6 ، اسکای پلازا ، فرودگاه بین المللی هنگ کنگ	.
almond_translate/1675241/name/0	مرکز کشف هوانوردی	.
almond_translate/1675241/location/0	سرزمینهای نو	.
almond_translate/1675241/location/1	منطقه جزایر	.
almond_translate/1675241/location/2	تونگ چینگ	.
almond_translate/1675241/type/0	موزه ها	.
almond_translate/1759873/address/0	شماره ۳۰۱-۳۱۹ جاده ی ناتان	.
almond_translate/1759873/name/0	فروشگاه « یوی هاوا »	.
almond_translate/1759873/location/0	کولوون	.
almond_translate/1759873/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1759873/location/2	اردن / یا ما تی	.
almond_translate/1759873/type/0	خرید	.
almond_translate/1776172/address/0	شماره 2A ، جاده ی کانتون ، تیم شا تی ، کولوون	.
almond_translate/1776172/name/0	۱۸۸۱ میراث	.
almond_translate/1776172/location/0	تیم شا تی	.
almond_translate/1776172/location/1	کولوون	.
almond_translate/1776172/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1776172/type/0	خرید	.
almond_translate/1806376/address/0	مغازه 121 ، طبقه 1 ، ادی ویستوود ، 8 خیابان بلچر ، شهر کندی	.
almond_translate/1806376/name/0	منطقه سرگرمی کندی	.
almond_translate/1806376/location/0	کندی تاون و ماونت دیویس	.
almond_translate/1806376/location/1	غرب (سه وان)	.
almond_translate/1806376/location/2	جزیره هنگ کنگ	.
almond_translate/1806376/location/3	منطقه غربی	.
almond_translate/1806376/type/0	بازی های سرگرم کننده	.
almond_translate/1806376/type/1	طبیعت و پارکها	.
almond_translate/1843642/address/0	شماره ۹ نئوانچنگ سړک ، شهر شاتوجو ، منطقه ی یانتیان ، چین ۵۱۸۸۰	.
almond_translate/1843642/name/0	موزه تاریخ خیابان چین-انگستان	.
almond_translate/1843642/location/0	سرزمینهای نو	.
almond_translate/1843642/location/1	منطقه شمالی	.
almond_translate/1843642/type/0	موزه ها	.
almond_translate/1867881/address/0	G/F ، Elements, No. 1 Austin Road West, Tsim Sha Tsui,Kowloon	.
almond_translate/1867881/name/0	رینگ یخی (مول Ellements)	.
almond_translate/1867881/location/0	کولوون	.
almond_translate/1867881/location/1	منطقه ی یا سیم مونگ	.
almond_translate/1867881/type/0	بازی های سرگرم کننده	.
almond_translate/1875747/address/0	منطقه مرکزی و غربی	.
almond_translate/1875747/name/0	مرکزی	.
almond_translate/1875747/location/0	منطقه مرکزی	.
almond_translate/1875747/location/1	مرکزی	.
almond_translate/1875747/location/2	جزیره هنگ کنگ	.
almond_translate/1875747/type/0	مناظر و چشم انداز	.
almond_translate/1902942/address/0	پینگ شان	.
almond_translate/1902942/name/0	گالری پینگ شان تان	.
almond_translate/1902942/location/0	سرزمینهای نو	.
almond_translate/1902942/location/1	پینگ شان	.
almond_translate/1902942/location/2	یوین لانگ	.
almond_translate/1902942/type/0	موزه ها	.
almond_translate/1944740/address/0	22 خیابان آستین ، تیم شا تی	.
almond_translate/1944740/name/0	پارک کولوون	.
almond_translate/1944740/location/0	تیم شا تی	.
almond_translate/1944740/location/1	کولوون	.
almond_translate/1944740/location/2	منطقه ی یا سیم مونگ	.
almond_translate/1944740/type/0	طبیعت و پارکها	.
almond_translate/1992541/address/0	هنگ کنگ چین	.
almond_translate/1992541/name/0	راه آهن های هنگ کنگ (دینگ دان)	.
almond_translate/1992541/location/0	غرب (سه وان)	.
almond_translate/1992541/location/1	جزیره هنگ کنگ	.
almond_translate/1992541/location/2	شیک تونگ تی	.
almond_translate/1992541/location/3	منطقه غربی	.
almond_translate/1992541/type/0	حمل و نقل	.
almond_translate/2003134/address/0	خیابان جیکسیان ، منطقه شانشویبو	.
almond_translate/2003134/name/0	پارک پرندگان خیابان یوانپو	.
almond_translate/2003134/location/0	منگ کوک	.
almond_translate/2003134/location/1	کولوون	.
almond_translate/2003134/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2003134/type/0	طبیعت و پارکها	.
almond_translate/2003136/address/0	غرب منطقه ، منطقه ی یواننگ	.
almond_translate/2003136/name/0	لاو فاو شان	.
almond_translate/2003136/location/0	سرزمینهای نو	.
almond_translate/2003136/location/1	یوین لانگ	.
almond_translate/2003136/type/0	طبیعت و پارکها	.
almond_translate/2003138/address/0	در کوه سینگ ، منطقه ی تومن	.
almond_translate/2003138/name/0	هندینگ کنگ پنشن	.
almond_translate/2003138/location/0	سرزمینهای نو	.
almond_translate/2003138/location/1	توین مان	.
almond_translate/2003138/type/0	مناظر و چشم انداز	.
almond_translate/2004047/address/0	کوه داماو ، منطقه کوونوان	.
almond_translate/2004047/name/0	پارک روستایی تای مو شان	.
almond_translate/2004047/location/0	سرزمینهای نو	.
almond_translate/2004047/location/1	تای پو	.
almond_translate/2004047/type/0	طبیعت و پارکها	.
almond_translate/2004053/address/0	خیابان کین ۱۶	.
almond_translate/2004053/name/0	کلیسای کاتولیک هنگ کنگِ دورانِ اصالتِ پاک	.
almond_translate/2004053/location/0	منطقه مرکزی	.
almond_translate/2004053/location/1	سطوح میانی	.
almond_translate/2004053/location/2	جزیره هنگ کنگ	.
almond_translate/2004053/type/0	مناظر و چشم انداز	.
almond_translate/2004054/address/0	اپ ل Chau ، ناند	.
almond_translate/2004054/name/0	پل اپ لی شو	.
almond_translate/2004054/location/0	جزیره هنگ کنگ	.
almond_translate/2004054/location/1	منطقه جنوبی	.
almond_translate/2004054/location/2	اپ لی Chau	.
almond_translate/2004054/type/0	مناظر و چشم انداز	.
almond_translate/2005251/address/0	301 ساختمان پله دار ، ۱۲ خیابان پله دار	.
almond_translate/2005251/name/0	بن براون هنرهای زیبا	.
almond_translate/2005251/location/0	منطقه مرکزی	.
almond_translate/2005251/location/1	مرکزی	.
almond_translate/2005251/location/2	جزیره هنگ کنگ	.
almond_translate/2005251/type/0	موزه ها	.
almond_translate/2008060/address/0	جاده ی تَتْنگ ۲۰	.
almond_translate/2008060/name/0	فروشگاه های Citygate	.
almond_translate/2008060/location/0	سرزمینهای نو	.
almond_translate/2008060/location/1	منطقه جزایر	.
almond_translate/2008060/location/2	تونگ چینگ	.
almond_translate/2008060/type/0	خرید	.
almond_translate/2050635/address/0	۸۸ کوینسوی ، منطقه مرکزی جزیره هنگ کنگ	.
almond_translate/2050635/name/0	Pacific Place (شهری در اقیانوس آرام)	.
almond_translate/2050635/location/0	جزیره هنگ کنگ	.
almond_translate/2050635/location/1	تای فات هاو	.
almond_translate/2050635/type/0	خرید	.
almond_translate/2050636/address/0	8 خیابان آرگیل ، مونگ کوک ، کولوون	.
almond_translate/2050636/name/0	لانگهام پلیز	.
almond_translate/2050636/location/0	منگ کوک	.
almond_translate/2050636/location/1	کولوون	.
almond_translate/2050636/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2050636/type/0	خرید	.
almond_translate/2050638/address/0	منطقه سای کونگ ، Territoryes East طبقه بالا ، East Garden Plaza ، Section A ، 66 Yi Chun Street ، سای کونگ ، Territoryes	.
almond_translate/2050638/name/0	سای کونگ	.
almond_translate/2050638/location/0	سرزمینهای نو	.
almond_translate/2050638/location/1	سای کونگ	.
almond_translate/2050638/type/0	مناظر و چشم انداز	.
almond_translate/2050638/type/1	دیگر	.
almond_translate/2050639/address/0	منطقه جنوبی	.
almond_translate/2050639/name/0	استنلی	.
almond_translate/2050639/location/0	استنلی	.
almond_translate/2050639/location/1	جزیره هنگ کنگ	.
almond_translate/2050639/location/2	منطقه جنوبی	.
almond_translate/2050639/type/0	خرید	.
almond_translate/2050639/type/1	مناظر و چشم انداز	.
almond_translate/2050640/address/0	خیابان آرگیل ، منطقه ی یا سیم مونگ ، کولوون کولوون	.
almond_translate/2050640/name/0	خیابان کتانی های هنگ کنگ	.
almond_translate/2050640/location/0	منگ کوک	.
almond_translate/2050640/location/1	کولوون	.
almond_translate/2050640/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2050640/type/0	خرید	.
almond_translate/2050643/address/0	مسیر چینانگ ، نوتروریای غربی	.
almond_translate/2050643/name/0	چانگ چونگ کوون	.
almond_translate/2050643/location/0	سرزمینهای نو	.
almond_translate/2050643/location/1	توین مان	.
almond_translate/2050643/type/0	مناظر و چشم انداز	.
almond_translate/2050646/address/0	سای کونگ ولسوالۍနယ်မြေهای نو شرقی	.
almond_translate/2050646/name/0	مسیر مکلوز	.
almond_translate/2050646/location/0	سرزمینهای نو	.
almond_translate/2050646/location/1	سای کونگ	.
almond_translate/2050646/type/0	طبیعت و پارکها	.
almond_translate/2050646/type/1	فعالیت های بیرونی	.
almond_translate/2050654/address/0	خیابان جیامی ، منطقه جنوبی جزیره هنگ کنگ	.
almond_translate/2050654/name/0	خانه موری	.
almond_translate/2050654/location/0	استنلی	.
almond_translate/2050654/location/1	جزیره هنگ کنگ	.
almond_translate/2050654/location/2	منطقه جنوبی	.
almond_translate/2050654/type/0	مناظر و چشم انداز	.
almond_translate/2050658/address/0	جاده ی تونگ تاو وان ، منطقه جنوبی جزیره ی هنگ کنگ	.
almond_translate/2050658/name/0	موزه خدمات اصلاحی هانگ کنگ	.
almond_translate/2050658/location/0	استنلی	.
almond_translate/2050658/location/1	جزیره هنگ کنگ	.
almond_translate/2050658/location/2	منطقه جنوبی	.
almond_translate/2050658/type/0	موزه ها	.
almond_translate/2050660/address/0	ابردین	.
almond_translate/2050660/name/0	روستای ماهیگیری ابردین	.
almond_translate/2050660/location/0	ابردین	.
almond_translate/2050660/location/1	جزیره هنگ کنگ	.
almond_translate/2050660/location/2	منطقه جنوبی	.
almond_translate/2050660/type/0	مناظر و چشم انداز	.
almond_translate/2050660/type/1	دیگر	.
almond_translate/2136178/address/0	۱ خیابان آستین غربی ، کولوون ، ۱۰۰ /F ، مرکز تجارت بین المللی	.
almond_translate/2136178/name/0	Sky100 رصدخانه هانگ کنگ	.
almond_translate/2136178/location/0	کولوون	.
almond_translate/2136178/location/1	منطقه ی یا سیم مونگ	.
almond_translate/2136178/type/0	مناظر و چشم انداز	.
almond_translate/2136182/address/0	خیابان آستین غربی شماره 1	.
almond_translate/2136182/name/0	عناصر (همه)	.
almond_translate/2136182/location/0	کولوون	.
almond_translate/2136182/location/1	منطقه ی یا سیم مونگ	.
almond_translate/2136182/type/0	خرید	.
almond_translate/2151006/address/0	۸۰ خیابان تایت چی ، کولوون تونگ	.
almond_translate/2151006/name/0	راهپیمایی فیستیول	.
almond_translate/2151006/location/0	منطقه شان شوی پو	.
almond_translate/2151006/location/1	کولوون	.
almond_translate/2151006/type/0	خرید	.
almond_translate/2160895/address/0	Plaza Hollywood Limited ، Mezzanine Level ، Plaza Hollywood ، 3 Lung Poon Street ، Diamond Hill	.
almond_translate/2160895/name/0	پلازا هالیوود	.
almond_translate/2160895/location/0	وانگ تای سین ولسوالۍ	.
almond_translate/2160895/location/1	کولوون	.
almond_translate/2160895/type/0	خرید	.
almond_translate/2166000/address/0	شماره ۱۳۸ خیابان کمېتی روستایی شاتین ، شاتین	.
almond_translate/2166000/name/0	پلازای شهر نو	.
almond_translate/2166000/location/0	سرزمینهای نو	.
almond_translate/2166000/location/1	شا تین	.
almond_translate/2166000/type/0	خرید	.
almond_translate/2166000/type/1	مناظر و چشم انداز	.
almond_translate/2168820/address/0	شماره ۲۸ خیابان کانتون ، تیم شا تی ، کولوون سان پلازا	.
almond_translate/2168820/name/0	گالری T توسط DFS ، Hong Kong, Canton Road	.
almond_translate/2168820/location/0	تیم شا تی	.
almond_translate/2168820/location/1	کولوون	.
almond_translate/2168820/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2168820/type/0	خرید	.
almond_translate/2173838/address/0	1 خیابان متسون خلیج کاوزوی	.
almond_translate/2173838/name/0	میدان تایمز	.
almond_translate/2173838/location/0	وان چی / خلیج کاوزوی	.
almond_translate/2173838/location/1	جزیره هنگ کنگ	.
almond_translate/2173838/location/2	خیابان کانال	.
almond_translate/2173838/type/0	خرید	.
almond_translate/2173838/type/1	مناظر و چشم انداز	.
almond_translate/2182315/address/0	شماره ۱۸ خیابان قلعه پیک ، توین مان	.
almond_translate/2182315/name/0	مُئو فت بودایی	.
almond_translate/2182315/location/0	سرزمینهای نو	.
almond_translate/2182315/location/1	توین مان	.
almond_translate/2182315/type/0	مناظر و چشم انداز	.
almond_translate/2186869/address/0	میدان قله (بین برج قله و گالری قله) ، قله ، جزیره هنگ کنگ	.
almond_translate/2186869/name/0	اداره ی گردشگری شهر ، مرکز بازدید کننده ی جزیره ی شهر	.
almond_translate/2186869/location/0	قله	.
almond_translate/2186869/location/1	منطقه مرکزی	.
almond_translate/2186869/location/2	جزیره هنگ کنگ	.
almond_translate/2186869/type/0	منابع مسافر	.
almond_translate/2207680/address/0	UG-21 ، Festival Walk 80 ، خیابان تات چی ، کولوون تونگ	.
almond_translate/2207680/name/0	رینگ اسکیت یخ زده ی ی یخبندان	.
almond_translate/2207680/location/0	منطقه شان شوی پو	.
almond_translate/2207680/location/1	کولوون	.
almond_translate/2207680/type/0	بازی های سرگرم کننده	.
almond_translate/2210623/address/0	در مقابل کوای چونگ ، در مناطق جدید	.
almond_translate/2210623/name/0	سینگ یو	.
almond_translate/2210623/location/0	سرزمینهای نو	.
almond_translate/2210623/location/1	سینگ یو	.
almond_translate/2210623/location/2	کوای سینگ	.
almond_translate/2210623/type/0	طبیعت و پارکها	.
almond_translate/2210636/address/0	شرق به وانچی ، غرب به پک کوک	.
almond_translate/2210636/name/0	خلیج کاوزウェی	.
almond_translate/2210636/location/0	وان چی / خلیج کاوزوی	.
almond_translate/2210636/location/1	جزیره هنگ کنگ	.
almond_translate/2210636/type/0	مناظر و چشم انداز	.
almond_translate/2210636/type/1	دیگر	.
almond_translate/2210644/address/0	خیابان تای کو شن ، تایکوی شن	.
almond_translate/2210644/name/0	شهر پلازا	.
almond_translate/2210644/location/0	تای کو شن وسټ	.
almond_translate/2210644/location/1	منطقه شرقی	.
almond_translate/2210644/location/2	جزیره هنگ کنگ	.
almond_translate/2210644/type/0	خرید	.
almond_translate/2210652/address/0	ترمينال فرودگاه بين المللي مرحله دوم	.
almond_translate/2210652/name/0	آسمان نما	.
almond_translate/2210652/location/0	سرزمینهای نو	.
almond_translate/2210652/location/1	منطقه جزایر	.
almond_translate/2210652/location/2	تونگ چینگ	.
almond_translate/2210652/type/0	خرید	.
almond_translate/2224828/address/0	منطقه کولوون	.
almond_translate/2224828/name/0	کوولون تونگ	.
almond_translate/2224828/location/0	کولوون	.
almond_translate/2224828/location/1	منطقه ی یا سیم مونگ	.
almond_translate/2224828/type/0	مناظر و چشم انداز	.
almond_translate/2224828/type/1	دیگر	.
almond_translate/2226373/address/0	G/F ، No.74 Stone Nullah Lane ،Wanchai	.
almond_translate/2226373/name/0	وَنچی محلِ معیشتی	.
almond_translate/2226373/location/0	جزیره هنگ کنگ	.
almond_translate/2226373/location/1	خیابان Hennessy	.
almond_translate/2226373/type/0	موزه ها	.
almond_translate/2226385/address/0	لندтау	.
almond_translate/2226385/name/0	خلیج دیسکاوری	.
almond_translate/2226385/location/0	سرزمینهای نو	.
almond_translate/2226385/location/1	منطقه جزایر	.
almond_translate/2226385/location/2	خلیج دیسکاوری	.
almond_translate/2226385/type/0	مناظر و چشم انداز	.
almond_translate/2226385/type/1	دیگر	.
almond_translate/2228870/address/0	کولوون پوینت ، تیم شا تی ، کولوون	.
almond_translate/2228870/name/0	فیری ستاره	.
almond_translate/2228870/location/0	تیم شا تی	.
almond_translate/2228870/location/1	کولوون	.
almond_translate/2228870/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2228870/type/0	حمل و نقل	.
almond_translate/2238457/address/0	شماره ۷ جاده قلعه ، در حد متوسط ، مرکز	.
almond_translate/2238457/name/0	موزه دکتر سان ات سین	.
almond_translate/2238457/location/0	منطقه مرکزی	.
almond_translate/2238457/location/1	سطوح میانی	.
almond_translate/2238457/location/2	جزیره هنگ کنگ	.
almond_translate/2238457/type/0	مناظر و چشم انداز	.
almond_translate/2238457/type/1	موزه ها	.
almond_translate/2241513/address/0	ترن هوایی ماکا تایپا	.
almond_translate/2241513/name/0	جت آبی کوتی	.
almond_translate/2241513/location/0	شونگ وان	.
almond_translate/2241513/location/1	منطقه مرکزی	.
almond_translate/2241513/location/2	جزیره هنگ کنگ	.
almond_translate/2241513/type/0	حمل و نقل	.
almond_translate/2241514/address/0	دره مرکزی ۵ ، دره مرکزی ۶ ، دره چنگ Chau ، دره موی وو دره نورث پوینت ، دره هوم ، دره کولوون	.
almond_translate/2241514/name/0	اولین قایق	.
almond_translate/2241514/location/0	منطقه شان شوی پو	.
almond_translate/2241514/location/1	لای چی کوک	.
almond_translate/2241514/location/2	کولوون	.
almond_translate/2241514/type/0	حمل و نقل	.
almond_translate/2282452/address/0	ترن هوایی هانگ کنگ ماکاو	.
almond_translate/2282452/name/0	توربوجت	.
almond_translate/2282452/location/0	شونگ وان	.
almond_translate/2282452/location/1	منطقه مرکزی	.
almond_translate/2282452/location/2	جزیره هنگ کنگ	.
almond_translate/2282452/type/0	حمل و نقل	.
almond_translate/2296809/address/0	خیابان کانتون ، تیم شا تی ، کولوون	.
almond_translate/2296809/name/0	شهر بندر	.
almond_translate/2296809/location/0	تیم شا تی	.
almond_translate/2296809/location/1	کولوون	.
almond_translate/2296809/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2296809/type/0	خرید	.
almond_translate/2296819/address/0	شماره ۶۳-۶۷ جاده ی ناتان	.
almond_translate/2296819/name/0	مربع	.
almond_translate/2296819/location/0	تیم شا تی	.
almond_translate/2296819/location/1	کولوون	.
almond_translate/2296819/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2296819/type/0	خرید	.
almond_translate/2297249/address/0	شماره ۳۳ جاده ی کانتون ، تیم شا تی ، کولوون	.
almond_translate/2297249/name/0	چین مرکز خرید شهر هنگ کنگ (کولوون)	.
almond_translate/2297249/location/0	تیم شا تی	.
almond_translate/2297249/location/1	کولوون	.
almond_translate/2297249/location/2	منطقه ی یا سیم مونگ	.
almond_translate/2297249/type/0	خرید	.
almond_translate/2297328/address/0	بخش روستایی در سای کونگ و شمال شرقی مناطق جدید	.
almond_translate/2297328/name/0	پارک زمین شناسی هنگ کنگ	.
almond_translate/2297328/location/0	سرزمینهای نو	.
almond_translate/2297328/location/1	سای کونگ	.
almond_translate/2297328/type/0	طبیعت و پارکها	.
almond_translate/2422456/address/0	شمال غربی ایالات متحده	.
